
[Name]
dingzi_wall_tie

[Data]
X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
2.04386860e-002, 4.93393168e-002, 1.74152151e-001, 3.10545227e+002
2.22905558e-002, 4.85398844e-002, 1.73508406e-001, 3.14577820e+002
2.22905558e-002, 4.85398844e-002, 1.75472692e-001, 3.13230774e+002
2.04964913e-002, 4.93238270e-002, 1.75472692e-001, 3.10406586e+002
1.85558628e-002, 4.98438179e-002, 1.75472692e-001, 3.09687531e+002
1.85254179e-002, 4.98519763e-002, 1.73391655e-001, 3.09763611e+002
1.65948290e-002, 5.03692739e-002, 1.70391038e-001, 3.09646393e+002
1.65924598e-002, 5.03699109e-002, 1.68407589e-001, 3.09766571e+002
1.46652581e-002, 5.08863032e-002, 1.69352159e-001, 3.09618683e+002
1.46645615e-002, 5.08864895e-002, 1.67341411e-001, 3.09734406e+002
1.65966209e-002, 5.03687933e-002, 1.72321171e-001, 3.09531586e+002
1.46651659e-002, 5.08863255e-002, 1.71354145e-001, 3.09484100e+002
1.65996160e-002, 5.03679924e-002, 1.74122378e-001, 3.09432373e+002
1.66152343e-002, 5.03638089e-002, 1.75472692e-001, 3.09388123e+002
1.46746049e-002, 5.08837961e-002, 1.75472692e-001, 3.09284241e+002
1.46587137e-002, 5.08880541e-002, 1.73357546e-001, 3.09363159e+002
1.08110961e-002, 5.19190207e-002, 1.43389419e-001, 3.10224854e+002
8.88264179e-003, 5.24357483e-002, 1.42298117e-001, 3.10540741e+002
1.08120181e-002, 5.19187748e-002, 1.41423389e-001, 3.10210052e+002
1.27401669e-002, 5.14021292e-002, 1.42514765e-001, 3.10101959e+002
1.27394730e-002, 5.14023155e-002, 1.44480631e-001, 3.10107208e+002
8.88754707e-003, 5.24344333e-002, 1.36387497e-001, 3.10425262e+002
1.08148316e-002, 5.19180223e-002, 1.37474775e-001, 3.10108673e+002
8.88559129e-003, 5.24349585e-002, 1.38363123e-001, 3.10471710e+002
1.08136078e-002, 5.19183502e-002, 1.39453411e-001, 3.10161926e+002
8.88361782e-003, 5.24354875e-002, 1.40332162e-001, 3.10528564e+002
1.27416765e-002, 5.14017232e-002, 1.38565779e-001, 3.10001556e+002
1.27413087e-002, 5.14018238e-002, 1.40544862e-001, 3.10050995e+002
6.95662200e-003, 5.29518239e-002, 1.39240906e-001, 3.11286469e+002
6.95570372e-003, 5.29520698e-002, 1.41206458e-001, 3.11353699e+002
6.95985463e-003, 5.29509597e-002, 1.35302797e-001, 3.11265289e+002
6.95840130e-003, 5.29513471e-002, 1.37273416e-001, 3.11284027e+002
1.08110961e-002, 5.19190207e-002, 1.47317991e-001, 3.10240967e+002
1.27394730e-002, 5.14023155e-002, 1.48409203e-001, 3.10131073e+002
1.08110961e-002, 5.19190207e-002, 1.49282277e-001, 3.10249695e+002
1.27394730e-002, 5.14023155e-002, 1.50373489e-001, 3.10106537e+002
8.88264365e-003, 5.24357483e-002, 1.44262403e-001, 3.10573090e+002
8.88264365e-003, 5.24357483e-002, 1.46226689e-001, 3.10578339e+002
1.08110961e-002, 5.19190207e-002, 1.45353705e-001, 3.10234131e+002
1.27394730e-002, 5.14023155e-002, 1.46444917e-001, 3.10120850e+002
6.95570465e-003, 5.29520698e-002, 1.43170863e-001, 3.11410858e+002
6.95570465e-003, 5.29520698e-002, 1.45135164e-001, 3.11446503e+002
2.04528756e-002, 4.93355133e-002, 1.48845926e-001, 3.11456451e+002
1.85259413e-002, 4.98518348e-002, 1.47754401e-001, 3.10566406e+002
2.04528775e-002, 4.93355133e-002, 1.46881521e-001, 3.11446869e+002
2.22905558e-002, 4.85398844e-002, 1.47972688e-001, 3.14884857e+002
2.22905558e-002, 4.85398844e-002, 1.49936974e-001, 3.14753174e+002
2.04518996e-002, 4.93357778e-002, 1.42949834e-001, 3.11388092e+002
1.85258184e-002, 4.98518683e-002, 1.43823609e-001, 3.10581909e+002
1.85245275e-002, 4.98522148e-002, 1.41853690e-001, 3.10503174e+002
1.85259953e-002, 4.98518199e-002, 1.45789728e-001, 3.10577637e+002
2.04527397e-002, 4.93355505e-002, 1.44916475e-001, 3.11428436e+002
2.22905558e-002, 4.85398844e-002, 1.44044116e-001, 3.14917175e+002
2.22905558e-002, 4.85398844e-002, 1.46008402e-001, 3.14905365e+002
1.46694770e-002, 5.08851707e-002, 1.43606454e-001, 3.10104645e+002
1.46691073e-002, 5.08852713e-002, 1.45571902e-001, 3.10126434e+002
1.65976994e-002, 5.03685065e-002, 1.44698098e-001, 3.10255768e+002
1.65974889e-002, 5.03685623e-002, 1.46663100e-001, 3.10248688e+002
1.46695832e-002, 5.08851446e-002, 1.39660552e-001, 3.10032196e+002
1.46700358e-002, 5.08850217e-002, 1.41637564e-001, 3.10060913e+002
1.65969450e-002, 5.03687076e-002, 1.40757009e-001, 3.10168427e+002
1.65978018e-002, 5.03684767e-002, 1.42730594e-001, 3.10224274e+002
1.85259357e-002, 4.98518348e-002, 1.51682988e-001, 3.10489960e+002
2.04528756e-002, 4.93355133e-002, 1.52774513e-001, 3.11304077e+002
1.85259357e-002, 4.98518348e-002, 1.53647259e-001, 3.10449432e+002
2.04528756e-002, 4.93355133e-002, 1.54738799e-001, 3.11278900e+002
2.22905558e-002, 4.85398844e-002, 1.53865546e-001, 3.14774506e+002
2.22905558e-002, 4.85398844e-002, 1.55829832e-001, 3.14739807e+002
1.85259376e-002, 4.98518348e-002, 1.49718702e-001, 3.10535431e+002
2.04528756e-002, 4.93355133e-002, 1.50810227e-001, 3.11346710e+002
2.22905558e-002, 4.85398844e-002, 1.51901260e-001, 3.14773041e+002
1.46691073e-002, 5.08852713e-002, 1.49500474e-001, 3.10109039e+002
1.46691073e-002, 5.08852713e-002, 1.51464760e-001, 3.10081879e+002
1.65974833e-002, 5.03685623e-002, 1.52555957e-001, 3.10170532e+002
1.65974833e-002, 5.03685623e-002, 1.50591671e-001, 3.10208405e+002
1.46691073e-002, 5.08852713e-002, 1.47536188e-001, 3.10117096e+002
1.65974852e-002, 5.03685623e-002, 1.48627385e-001, 3.10220123e+002
6.96047628e-003, 5.29507920e-002, 1.31353796e-001, 3.11200562e+002
6.96031470e-003, 5.29508367e-002, 1.29378125e-001, 3.11096039e+002
8.88791401e-003, 5.24343364e-002, 1.30432725e-001, 3.10293793e+002
8.88816919e-003, 5.24342693e-002, 1.34406045e-001, 3.10397797e+002
6.96040271e-003, 5.29508106e-002, 1.33329213e-001, 3.11268433e+002
8.88806768e-003, 5.24342954e-002, 1.32420287e-001, 3.10343750e+002
1.08141238e-002, 5.19182086e-002, 1.31496936e-001, 3.09973114e+002
1.27394190e-002, 5.14023304e-002, 1.32578835e-001, 3.09881866e+002
1.08144023e-002, 5.19181341e-002, 1.33493870e-001, 3.10010315e+002
1.27408439e-002, 5.14019467e-002, 1.36576995e-001, 3.09956665e+002
1.27399312e-002, 5.14021926e-002, 1.34580091e-001, 3.09905670e+002
1.08148949e-002, 5.19180037e-002, 1.35487601e-001, 3.10043488e+002
1.08146137e-002, 5.19180782e-002, 1.29498795e-001, 3.09928497e+002
1.27402386e-002, 5.14021106e-002, 1.30574465e-001, 3.09818481e+002
1.46664353e-002, 5.08859865e-002, 1.35680512e-001, 3.09941620e+002
1.65922772e-002, 5.03699593e-002, 1.34797469e-001, 3.10021820e+002
1.65933110e-002, 5.03696837e-002, 1.36788875e-001, 3.10090912e+002
1.46656102e-002, 5.08862063e-002, 1.33681774e-001, 3.09901825e+002
1.65922493e-002, 5.03699668e-002, 1.32802367e-001, 3.09994354e+002
1.46661513e-002, 5.08860610e-002, 1.31678984e-001, 3.09862152e+002
1.65950805e-002, 5.03692068e-002, 1.38776228e-001, 3.10132843e+002
1.46679664e-002, 5.08855768e-002, 1.37674525e-001, 3.09981384e+002
2.04492006e-002, 4.93365005e-002, 1.39009550e-001, 3.11351654e+002
2.22905558e-002, 4.85398844e-002, 1.38151258e-001, 3.14847046e+002
2.22905558e-002, 4.85398844e-002, 1.40115544e-001, 3.14766693e+002
2.04484556e-002, 4.93366979e-002, 1.37036517e-001, 3.11319366e+002
2.22905558e-002, 4.85398844e-002, 1.36186972e-001, 3.14853241e+002
1.85200535e-002, 4.98534143e-002, 1.35917157e-001, 3.10391754e+002
1.85210407e-002, 4.98531498e-002, 1.37899503e-001, 3.10454559e+002
1.85196642e-002, 4.98535186e-002, 1.33932367e-001, 3.10340912e+002
2.04481091e-002, 4.93367910e-002, 1.35062292e-001, 3.11250732e+002
2.22905558e-002, 4.85398844e-002, 1.42079830e-001, 3.14866028e+002
2.04504579e-002, 4.93361615e-002, 1.40980884e-001, 3.11334625e+002
1.85226798e-002, 4.98527102e-002, 1.39878914e-001, 3.10464935e+002
2.04474945e-002, 4.93369550e-002, 1.33086130e-001, 3.11144196e+002
2.22905558e-002, 4.85398844e-002, 1.34222686e-001, 3.14816803e+002
2.22905558e-002, 4.85398844e-002, 1.32258400e-001, 3.14751862e+002
2.17002220e-002, 4.65855449e-002, 1.70564950e-001, 3.18585846e+002
2.16366872e-002, 4.64754999e-002, 1.72333404e-001, 3.18672638e+002
2.17924863e-002, 4.67453487e-002, 1.75472692e-001, 3.18127319e+002
1.96943246e-002, 4.31112275e-002, 1.72328576e-001, 3.21830109e+002
2.05821469e-002, 4.46489826e-002, 1.73051447e-001, 3.20967651e+002
2.07028370e-002, 4.48580235e-002, 1.71455279e-001, 3.20852203e+002
2.04321258e-002, 4.43891361e-002, 1.74382761e-001, 3.21144196e+002
1.95129383e-002, 4.27970588e-002, 1.73994720e-001, 3.21828766e+002
1.98161826e-002, 4.33222912e-002, 1.75472692e-001, 3.21662598e+002
2.08043344e-002, 4.50338200e-002, 1.75472692e-001, 3.20553741e+002
2.13405155e-002, 4.59625125e-002, 1.74019977e-001, 3.19438965e+002
1.86947845e-002, 4.13799733e-002, 1.73084602e-001, 3.21845947e+002
1.88280307e-002, 4.16107625e-002, 1.75472692e-001, 3.21832733e+002
1.78551339e-002, 3.99256572e-002, 1.73587739e-001, 3.21237000e+002
1.83807891e-002, 4.08361144e-002, 1.74334884e-001, 3.21620056e+002
1.78398807e-002, 3.98992375e-002, 1.75472692e-001, 3.21048248e+002
1.74478963e-002, 3.92202996e-002, 1.74466223e-001, 3.20699890e+002
1.68517288e-002, 3.81877087e-002, 1.74472690e-001, 3.19492737e+002
2.15146281e-002, 4.62640859e-002, 1.66840121e-001, 3.19277405e+002
2.16751751e-002, 4.65421602e-002, 1.68770269e-001, 3.18757996e+002
1.97053030e-002, 4.31302451e-002, 1.69391647e-001, 3.21923615e+002
2.07165219e-002, 4.48817238e-002, 1.69850424e-001, 3.20900116e+002
2.06456482e-002, 4.47589681e-002, 1.68292448e-001, 3.21077911e+002
1.97437964e-002, 4.31969166e-002, 1.70841008e-001, 3.21848206e+002
2.16665883e-002, 4.65272889e-002, 1.62970215e-001, 3.19001923e+002
2.16670968e-002, 4.65281680e-002, 1.64828315e-001, 3.18949829e+002
2.06404515e-002, 4.47499678e-002, 1.65759429e-001, 3.21184418e+002
1.96532160e-002, 4.30400260e-002, 1.66620523e-001, 3.22063202e+002
2.04525627e-002, 4.44245338e-002, 1.67078435e-001, 3.21409454e+002
1.96549185e-002, 4.30429727e-002, 1.67992383e-001, 3.22005585e+002
2.06932332e-002, 4.48413864e-002, 1.64131045e-001, 3.21153412e+002
1.96929798e-002, 4.31088991e-002, 1.65163323e-001, 3.22088226e+002
1.87415406e-002, 4.14609574e-002, 1.70475647e-001, 3.21977203e+002
1.87685043e-002, 4.15076576e-002, 1.71782732e-001, 3.21918060e+002
1.68517288e-002, 3.81877087e-002, 1.72472686e-001, 3.19986786e+002
1.78167094e-002, 3.98591012e-002, 1.72637522e-001, 3.21260712e+002
1.78041141e-002, 3.98372896e-002, 1.71522796e-001, 3.21326324e+002
1.68517288e-002, 3.81877087e-002, 1.73472688e-001, 3.19980621e+002
1.85808167e-002, 4.11825739e-002, 1.69079870e-001, 3.21957733e+002
1.77297536e-002, 3.97084914e-002, 1.70391634e-001, 3.21331390e+002
1.68517288e-002, 3.81877087e-002, 1.71472698e-001, 3.20051422e+002
1.85799971e-002, 4.11811545e-002, 1.66199431e-001, 3.22050354e+002
1.87101644e-002, 4.14066091e-002, 1.67614952e-001, 3.22072754e+002
1.78891830e-002, 3.99846323e-002, 1.68396622e-001, 3.21540833e+002
1.68517288e-002, 3.81877087e-002, 1.68472692e-001, 3.20321136e+002
1.74708050e-002, 3.92599776e-002, 1.69380009e-001, 3.21103638e+002
1.68517288e-002, 3.81877087e-002, 1.70472696e-001, 3.20065765e+002
1.77417826e-002, 3.97293270e-002, 1.67432472e-001, 3.21418365e+002
1.68517288e-002, 3.81877087e-002, 1.69472694e-001, 3.19914001e+002
2.15082988e-002, 4.62531224e-002, 1.61005676e-001, 3.19441071e+002
2.06417888e-002, 4.47522849e-002, 1.62516743e-001, 3.21264404e+002
1.96952149e-002, 4.31127697e-002, 1.63642824e-001, 3.22127594e+002
2.15017851e-002, 4.62418422e-002, 1.56985000e-001, 3.19501465e+002
2.16294322e-002, 4.64629345e-002, 1.58962458e-001, 3.19153961e+002
2.06282996e-002, 4.47289199e-002, 1.59952030e-001, 3.21321869e+002
1.96826067e-002, 4.30909321e-002, 1.60822719e-001, 3.22195679e+002
2.04561632e-002, 4.44307700e-002, 1.61272332e-001, 3.21569031e+002
1.96651071e-002, 4.30606231e-002, 1.62191421e-001, 3.22177765e+002
2.06244793e-002, 4.47223037e-002, 1.58393785e-001, 3.21327789e+002
1.96828283e-002, 4.30913158e-002, 1.59434408e-001, 3.22181000e+002
1.85890868e-002, 4.11969014e-002, 1.63235471e-001, 3.22157288e+002
1.87231340e-002, 4.14290763e-002, 1.64692119e-001, 3.22189331e+002
1.78916920e-002, 3.99889760e-002, 1.65454403e-001, 3.21647888e+002
1.68517288e-002, 3.81877087e-002, 1.65472686e-001, 3.20425781e+002
1.74731966e-002, 3.92641202e-002, 1.66421294e-001, 3.21180084e+002
1.68517288e-002, 3.81877087e-002, 1.67472690e-001, 3.20204742e+002
1.77448243e-002, 3.97345945e-002, 1.64463535e-001, 3.21546356e+002
1.68517288e-002, 3.81877087e-002, 1.66472688e-001, 3.20038757e+002
1.87318698e-002, 4.14442047e-002, 1.60482183e-001, 3.22264862e+002
1.87546927e-002, 4.14837375e-002, 1.61771372e-001, 3.22262939e+002
1.79116614e-002, 4.00235653e-002, 1.62480876e-001, 3.21757141e+002
1.74768437e-002, 3.92704383e-002, 1.63435057e-001, 3.21294708e+002
1.68517288e-002, 3.81877087e-002, 1.62472695e-001, 3.20517914e+002
1.68517288e-002, 3.81877087e-002, 1.64472699e-001, 3.20305969e+002
1.78174675e-002, 3.98604162e-002, 1.61503538e-001, 3.21678986e+002
1.68517288e-002, 3.81877087e-002, 1.63472697e-001, 3.20129974e+002
2.15067621e-002, 4.62504625e-002, 1.53017387e-001, 3.19563690e+002
2.16290466e-002, 4.64622639e-002, 1.54981822e-001, 3.19213226e+002
2.06267964e-002, 4.47263159e-002, 1.55915633e-001, 3.21352905e+002
1.96814314e-002, 4.30888943e-002, 1.56745777e-001, 3.22212921e+002
2.04522554e-002, 4.44240049e-002, 1.57181099e-001, 3.21595795e+002
1.96609106e-002, 4.30533513e-002, 1.58054471e-001, 3.22200226e+002
2.06227545e-002, 4.47193161e-002, 1.54396340e-001, 3.21403778e+002
1.96800753e-002, 4.30865474e-002, 1.55409321e-001, 3.22221405e+002
2.16665100e-002, 4.65271510e-002, 1.49170473e-001, 3.19169342e+002
2.16661729e-002, 4.65265699e-002, 1.51021570e-001, 3.19172089e+002
2.06390899e-002, 4.47476096e-002, 1.51892841e-001, 3.21453796e+002
2.04477496e-002, 4.44161966e-002, 1.53185412e-001, 3.21694855e+002
1.96521319e-002, 4.30381484e-002, 1.52700111e-001, 3.22322418e+002
1.96487550e-002, 4.30322997e-002, 1.54048800e-001, 3.22283966e+002
2.06930488e-002, 4.48410697e-002, 1.50281355e-001, 3.21401794e+002
1.96928028e-002, 4.31085899e-002, 1.51263997e-001, 3.22353729e+002
1.85862835e-002, 4.11920436e-002, 1.59100100e-001, 3.22191254e+002
1.77318547e-002, 3.97121310e-002, 1.60392731e-001, 3.21615143e+002
1.68517288e-002, 3.81877087e-002, 1.61472693e-001, 3.20421295e+002
1.87304597e-002, 4.14417647e-002, 1.56441957e-001, 3.22264496e+002
1.87538080e-002, 4.14822064e-002, 1.57681778e-001, 3.22266846e+002
1.79108698e-002, 4.00221944e-002, 1.58412650e-001, 3.21766937e+002
1.68517288e-002, 3.81877087e-002, 1.58472687e-001, 3.20510193e+002
1.74743254e-002, 3.92660759e-002, 1.59382746e-001, 3.21339355e+002
1.68517288e-002, 3.81877087e-002, 1.60472691e-001, 3.20369293e+002
1.78171601e-002, 3.98598835e-002, 1.57468423e-001, 3.21665253e+002
1.68517288e-002, 3.81877087e-002, 1.59472689e-001, 3.20152710e+002
1.85770262e-002, 4.11760099e-002, 1.55091390e-001, 3.22189362e+002
1.77304596e-002, 3.97097133e-002, 1.56381622e-001, 3.21565552e+002
1.68517288e-002, 3.81877087e-002, 1.57472700e-001, 3.20364471e+002
1.85798835e-002, 4.11809571e-002, 1.52252674e-001, 3.22284027e+002
1.87092237e-002, 4.14049812e-002, 1.53653011e-001, 3.22316803e+002
1.78887248e-002, 3.99838388e-002, 1.54410794e-001, 3.21744293e+002
1.68517288e-002, 3.81877087e-002, 1.54472694e-001, 3.20493988e+002
1.74706262e-002, 3.92596684e-002, 1.55382574e-001, 3.21257813e+002
1.68517288e-002, 3.81877087e-002, 1.56472698e-001, 3.20287628e+002
1.77416950e-002, 3.97291742e-002, 1.53453693e-001, 3.21629120e+002
1.68517288e-002, 3.81877087e-002, 1.55472696e-001, 3.20095154e+002
2.15083603e-002, 4.62532304e-002, 1.47202998e-001, 3.19626038e+002
2.06417777e-002, 4.47522663e-002, 1.48673505e-001, 3.21478973e+002
1.96951963e-002, 4.31127399e-002, 1.49755880e-001, 3.22394653e+002
2.15085875e-002, 4.62536253e-002, 1.43182203e-001, 3.19708923e+002
2.16302592e-002, 4.64643650e-002, 1.45166069e-001, 3.19373077e+002
2.06284709e-002, 4.47292142e-002, 1.46112546e-001, 3.21519012e+002
1.96826253e-002, 4.30909619e-002, 1.46942779e-001, 3.22434204e+002
2.04561781e-002, 4.44307961e-002, 1.47424534e-001, 3.21771301e+002
1.96651071e-002, 4.30606231e-002, 1.48308933e-001, 3.22431274e+002
2.06257049e-002, 4.47244234e-002, 1.44553736e-001, 3.21578583e+002
1.96829922e-002, 4.30915989e-002, 1.45554662e-001, 3.22430695e+002
1.85890868e-002, 4.11969014e-002, 1.49306804e-001, 3.22429443e+002
1.87231228e-002, 4.14290540e-002, 1.50762558e-001, 3.22441772e+002
1.78916864e-002, 3.99889685e-002, 1.51491731e-001, 3.21882782e+002
1.68517288e-002, 3.81877087e-002, 1.51472688e-001, 3.20647522e+002
1.74731892e-002, 3.92641090e-002, 1.52440891e-001, 3.21395599e+002
1.68517288e-002, 3.81877087e-002, 1.53472692e-001, 3.20395813e+002
1.77448243e-002, 3.97345945e-002, 1.50499031e-001, 3.21797180e+002
1.68517288e-002, 3.81877087e-002, 1.52472690e-001, 3.20238495e+002
1.87318809e-002, 4.14442271e-002, 1.46562099e-001, 3.22560883e+002
1.87546927e-002, 4.14837375e-002, 1.47851765e-001, 3.22554901e+002
1.79116614e-002, 4.00235653e-002, 1.48525521e-001, 3.22052795e+002
1.74768437e-002, 3.92704383e-002, 1.49461061e-001, 3.21563995e+002
1.68517288e-002, 3.81877087e-002, 1.48472697e-001, 3.20792084e+002
1.68517288e-002, 3.81877087e-002, 1.50472686e-001, 3.20539185e+002
1.78174675e-002, 3.98604162e-002, 1.47544548e-001, 3.21992096e+002
1.68517288e-002, 3.81877087e-002, 1.49472699e-001, 3.20366364e+002
2.16675214e-002, 4.65289056e-002, 1.39366537e-001, 3.19257507e+002
2.16675140e-002, 4.65288907e-002, 1.41195744e-001, 3.19278351e+002
2.06463970e-002, 4.47602645e-002, 1.42059401e-001, 3.21571136e+002
1.96870714e-002, 4.30986658e-002, 1.42856270e-001, 3.22486908e+002
2.04565190e-002, 4.44313884e-002, 1.43329889e-001, 3.21857330e+002
1.96619108e-002, 4.30550836e-002, 1.44172147e-001, 3.22479462e+002
2.06969287e-002, 4.48477864e-002, 1.40487105e-001, 3.21489044e+002
1.97029635e-002, 4.31261919e-002, 1.41490549e-001, 3.22472809e+002
2.16277130e-002, 4.64599542e-002, 1.35401502e-001, 3.19408630e+002
2.15081722e-002, 4.62529026e-002, 1.37436196e-001, 3.19682068e+002
2.06466950e-002, 4.47607823e-002, 1.38930872e-001, 3.21566010e+002
1.97063405e-002, 4.31320406e-002, 1.40047684e-001, 3.22481598e+002
2.06227731e-002, 4.47193459e-002, 1.36422232e-001, 3.21614410e+002
1.96557269e-002, 4.30443734e-002, 1.37345687e-001, 3.22519684e+002
2.04554517e-002, 4.44295406e-002, 1.37735382e-001, 3.21847412e+002
1.96867026e-002, 4.30980250e-002, 1.38675243e-001, 3.22510010e+002
1.85863972e-002, 4.11922410e-002, 1.45173565e-001, 3.22490082e+002
1.77318584e-002, 3.97121385e-002, 1.46430165e-001, 3.21942505e+002
1.68517288e-002, 3.81877087e-002, 1.47472695e-001, 3.20721344e+002
1.87356658e-002, 4.14507799e-002, 1.42510176e-001, 3.22583282e+002
1.87548250e-002, 4.14839685e-002, 1.43759951e-001, 3.22580231e+002
1.79109965e-002, 4.00224105e-002, 1.44457221e-001, 3.22122864e+002
1.74743347e-002, 3.92660908e-002, 1.45409197e-001, 3.21687683e+002
1.68517288e-002, 3.81877087e-002, 1.44472688e-001, 3.20891205e+002
1.68517288e-002, 3.81877087e-002, 1.46472692e-001, 3.20693481e+002
1.78178661e-002, 3.98611054e-002, 1.43507302e-001, 3.22042358e+002
1.68517288e-002, 3.81877087e-002, 1.45472690e-001, 3.20502289e+002
1.85949411e-002, 4.12070416e-002, 1.41133726e-001, 3.22509979e+002
1.77332386e-002, 3.97145301e-002, 1.42412588e-001, 3.21958221e+002
1.68517288e-002, 3.81877087e-002, 1.43472686e-001, 3.20770538e+002
1.87278576e-002, 4.14372571e-002, 1.38420269e-001, 3.22595947e+002
1.87612288e-002, 4.14950587e-002, 1.39691427e-001, 3.22603119e+002
1.79131273e-002, 4.00261022e-002, 1.40436649e-001, 3.22109467e+002
1.74755584e-002, 3.92682105e-002, 1.41401455e-001, 3.21683105e+002
1.68517288e-002, 3.81877087e-002, 1.40472695e-001, 3.20884552e+002
1.68517288e-002, 3.81877087e-002, 1.42472699e-001, 3.20717651e+002
1.78176947e-002, 3.98608111e-002, 1.39475733e-001, 3.22027985e+002
1.68517288e-002, 3.81877087e-002, 1.41472697e-001, 3.20520050e+002
2.14959327e-002, 4.62317057e-002, 1.33391708e-001, 3.19784973e+002
2.06188448e-002, 4.47125435e-002, 1.34843960e-001, 3.21632416e+002
1.96731314e-002, 4.30745184e-002, 1.35919571e-001, 3.22520294e+002
2.05932036e-002, 4.46681306e-002, 1.32227153e-001, 3.21675690e+002
2.16285307e-002, 4.64613698e-002, 1.31314546e-001, 3.19413513e+002
2.04370841e-002, 4.43977267e-002, 1.33583710e-001, 3.21905579e+002
1.96411870e-002, 4.30191904e-002, 1.33103713e-001, 3.22510895e+002
1.96460448e-002, 4.30276059e-002, 1.34488568e-001, 3.22526093e+002
2.04994902e-002, 4.45058160e-002, 1.30425885e-001, 3.21765289e+002
1.96351800e-002, 4.30087857e-002, 1.31718025e-001, 3.22494659e+002
1.87125634e-002, 4.14107703e-002, 1.35527000e-001, 3.22616302e+002
1.85771100e-002, 4.11761552e-002, 1.37027323e-001, 3.22543884e+002
1.77300666e-002, 3.97090316e-002, 1.38366640e-001, 3.21968109e+002
1.68517288e-002, 3.81877087e-002, 1.39472693e-001, 3.20778931e+002
1.78894103e-002, 3.99850272e-002, 1.36343569e-001, 3.22151123e+002
1.68517288e-002, 3.81877087e-002, 1.36472687e-001, 3.20906769e+002
1.74706560e-002, 3.92597206e-002, 1.37355760e-001, 3.21732269e+002
1.68517288e-002, 3.81877087e-002, 1.38472691e-001, 3.20744354e+002
1.87360365e-002, 4.14514244e-002, 1.32686779e-001, 3.22558807e+002
1.85780711e-002, 4.11778204e-002, 1.34115845e-001, 3.22513824e+002
1.77423283e-002, 3.97302732e-002, 1.35375425e-001, 3.21978851e+002
1.68517288e-002, 3.81877087e-002, 1.37472689e-001, 3.20546295e+002
1.79065280e-002, 4.00146730e-002, 1.33408502e-001, 3.22099060e+002
1.68517288e-002, 3.81877087e-002, 1.33472696e-001, 3.20848785e+002
1.74751524e-002, 3.92675102e-002, 1.34378269e-001, 3.21683075e+002
1.68517288e-002, 3.81877087e-002, 1.35472700e-001, 3.20709442e+002
1.94358882e-002, 4.26636040e-002, 1.30610242e-001, 3.22575104e+002
1.96345523e-002, 4.30076979e-002, 1.29403651e-001, 3.22494202e+002
1.85419340e-002, 4.11152281e-002, 1.30215362e-001, 3.22443817e+002
1.86763853e-002, 4.13481034e-002, 1.31486654e-001, 3.22517120e+002
1.78061612e-002, 3.98408324e-002, 1.32472202e-001, 3.21987152e+002
1.77166853e-002, 3.96858566e-002, 1.31409124e-001, 3.21899231e+002
1.68517288e-002, 3.81877087e-002, 1.32472694e-001, 3.20736267e+002
1.87545158e-002, 4.14834321e-002, 1.28858209e-001, 3.22523102e+002
1.79061238e-002, 4.00139727e-002, 1.29494920e-001, 3.22046570e+002
1.68517288e-002, 3.81877087e-002, 1.29472688e-001, 3.20834259e+002
1.74664464e-002, 3.92524302e-002, 1.30417049e-001, 3.21641663e+002
1.68517288e-002, 3.81877087e-002, 1.31472692e-001, 3.20689331e+002
1.78304762e-002, 3.98829468e-002, 1.28560990e-001, 3.21964691e+002
1.68517288e-002, 3.81877087e-002, 1.30472690e-001, 3.20480896e+002
1.77800059e-002, 3.97955328e-002, 1.27475604e-001, 3.21930328e+002
1.68517288e-002, 3.81877087e-002, 1.28472686e-001, 3.20708191e+002
1.87496636e-002, 4.14750278e-002, 1.27645612e-001, 3.22514008e+002
1.68517288e-002, 3.81877087e-002, 1.27472699e-001, 3.20685547e+002
1.68517288e-002, 3.81877087e-002, 1.34472698e-001, 3.20478760e+002
1.35498326e-002, 3.84512842e-002, 1.51972696e-001, 3.18202698e+002
1.35498326e-002, 3.84512842e-002, 1.52972698e-001, 3.18178070e+002
1.46504641e-002, 3.83634232e-002, 1.52472690e-001, 3.18744232e+002
1.24492003e-002, 3.85391414e-002, 1.52472690e-001, 3.17903534e+002
1.24492003e-002, 3.85391414e-002, 1.53472692e-001, 3.17881989e+002
1.35498326e-002, 3.84512842e-002, 1.49972692e-001, 3.18256897e+002
1.46504641e-002, 3.83634232e-002, 1.50472686e-001, 3.18803864e+002
1.46504641e-002, 3.83634232e-002, 1.49472699e-001, 3.18835693e+002
1.35498326e-002, 3.84512842e-002, 1.50972694e-001, 3.18228088e+002
1.46504641e-002, 3.83634232e-002, 1.51472688e-001, 3.18774384e+002
1.24492003e-002, 3.85391414e-002, 1.50472686e-001, 3.17946320e+002
1.24492003e-002, 3.85391414e-002, 1.51472688e-001, 3.17919678e+002
1.57510974e-002, 3.82755660e-002, 1.50972694e-001, 3.19444794e+002
1.57510974e-002, 3.82755660e-002, 1.51972696e-001, 3.19415497e+002
1.57510974e-002, 3.82755660e-002, 1.48972690e-001, 3.19519562e+002
1.57510974e-002, 3.82755660e-002, 1.49972692e-001, 3.19484894e+002
1.46504641e-002, 3.83634232e-002, 1.55472696e-001, 3.18654297e+002
1.35498326e-002, 3.84512842e-002, 1.54972687e-001, 3.18124512e+002
1.35498326e-002, 3.84512842e-002, 1.55972689e-001, 3.18105621e+002
