
[Name]
commenface_dingzi_waike

[Data]
X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
5.43274805e-002, -2.54666898e-002, 1.46008402e-001, 3.01359467e+002
5.33611029e-002, -2.74338722e-002, 1.44044116e-001, 3.01506287e+002
5.43274879e-002, -2.54666768e-002, 1.47972688e-001, 3.01263916e+002
5.33611104e-002, -2.74338517e-002, 1.46008402e-001, 3.01406738e+002
5.33611178e-002, -2.74338368e-002, 1.47972688e-001, 3.01309326e+002
5.52213341e-002, -2.34656055e-002, 1.42079830e-001, 3.01438477e+002
5.43274619e-002, -2.54667271e-002, 1.42079830e-001, 3.01511383e+002
5.33610918e-002, -2.74338946e-002, 1.42079830e-001, 3.01564392e+002
4.46867794e-002, -4.00386713e-002, 1.38151273e-001, 3.01238068e+002
4.61192466e-002, -3.83799635e-002, 1.38151273e-001, 3.01281464e+002
4.61192578e-002, -3.83799523e-002, 1.40115559e-001, 3.01349304e+002
4.46867831e-002, -4.00386676e-002, 1.40115559e-001, 3.01303680e+002
4.31947038e-002, -4.16439436e-002, 1.38151258e-001, 3.01214233e+002
4.61192392e-002, -3.83799709e-002, 1.36186987e-001, 3.01149506e+002
4.46867719e-002, -4.00386788e-002, 1.34222686e-001, 3.00957062e+002
4.61192355e-002, -3.83799784e-002, 1.34222686e-001, 3.00995728e+002
4.46867757e-002, -4.00386751e-002, 1.36186987e-001, 3.01113251e+002
4.31947000e-002, -4.16439474e-002, 1.34222686e-001, 3.00939667e+002
4.31947000e-002, -4.16439474e-002, 1.36186972e-001, 3.01092590e+002
4.74902056e-002, -3.66700143e-002, 1.40115559e-001, 3.01402679e+002
4.74901944e-002, -3.66700292e-002, 1.38151273e-001, 3.01333954e+002
4.74901833e-002, -3.66700441e-002, 1.36186987e-001, 3.01201324e+002
4.87977937e-002, -3.49111445e-002, 1.38151258e-001, 3.01395966e+002
4.87978086e-002, -3.49111259e-002, 1.40115544e-001, 3.01469208e+002
4.87977713e-002, -3.49111781e-002, 1.34222686e-001, 3.01108490e+002
4.87977788e-002, -3.49111632e-002, 1.36186972e-001, 3.01264801e+002
4.74901758e-002, -3.66700552e-002, 1.34222686e-001, 3.01050598e+002
4.46867943e-002, -4.00386564e-002, 1.44044116e-001, 3.01234772e+002
4.61192727e-002, -3.83799300e-002, 1.44044131e-001, 3.01275177e+002
4.61192839e-002, -3.83799188e-002, 1.46008402e-001, 3.01184387e+002
4.61192913e-002, -3.83799113e-002, 1.47972688e-001, 3.01108185e+002
4.46867980e-002, -4.00386527e-002, 1.46008402e-001, 3.01143341e+002
4.31947075e-002, -4.16439399e-002, 1.44044116e-001, 3.01209625e+002
4.31947075e-002, -4.16439399e-002, 1.46008402e-001, 3.01123138e+002
4.46868017e-002, -4.00386453e-002, 1.47972688e-001, 3.01071350e+002
4.61192653e-002, -3.83799411e-002, 1.42079845e-001, 3.01344452e+002
4.46867906e-002, -4.00386602e-002, 1.42079830e-001, 3.01297272e+002
4.31947038e-002, -4.16439436e-002, 1.40115544e-001, 3.01277069e+002
4.31947038e-002, -4.16439436e-002, 1.42079830e-001, 3.01272705e+002
4.87978347e-002, -3.49110849e-002, 1.44044116e-001, 3.01403778e+002
5.00403717e-002, -3.31055410e-002, 1.47972688e-001, 3.01279510e+002
4.87978496e-002, -3.49110626e-002, 1.46008402e-001, 3.01307617e+002
4.74902280e-002, -3.66699845e-002, 1.44044116e-001, 3.01337250e+002
4.87978645e-002, -3.49110477e-002, 1.47972688e-001, 3.01223541e+002
4.74902429e-002, -3.66699696e-002, 1.46008402e-001, 3.01240234e+002
4.74902503e-002, -3.66699547e-002, 1.47972688e-001, 3.01161499e+002
4.87978198e-002, -3.49111035e-002, 1.42079830e-001, 3.01464539e+002
4.74902168e-002, -3.66699994e-002, 1.42079845e-001, 3.01403168e+002
5.12160622e-002, -3.12559381e-002, 1.24401271e-001, 3.00659027e+002
5.23234606e-002, -2.93645542e-002, 1.24401271e-001, 3.00678192e+002
5.23234643e-002, -2.93645505e-002, 1.26365557e-001, 3.00803833e+002
5.12160547e-002, -3.12559456e-002, 1.26365557e-001, 3.00793030e+002
5.00403270e-002, -3.31056044e-002, 1.24401271e-001, 3.00623871e+002
5.12162074e-002, -3.12558338e-002, 1.20472692e-001, 3.02029022e+002
5.23234829e-002, -2.93645952e-002, 1.20472692e-001, 3.02050140e+002
5.23234569e-002, -2.93645617e-002, 1.22436993e-001, 3.00440399e+002
5.12160808e-002, -3.12559083e-002, 1.22436993e-001, 3.00424896e+002
5.00405580e-002, -3.31054069e-002, 1.20472692e-001, 3.01888641e+002
5.00403680e-002, -3.31055447e-002, 1.22436985e-001, 3.00399994e+002
5.33610433e-002, -2.74339858e-002, 1.26365557e-001, 3.00791016e+002
5.33610359e-002, -2.74340026e-002, 1.24401271e-001, 3.00671753e+002
5.33610173e-002, -2.74340399e-002, 1.22436985e-001, 3.00437958e+002
5.52212857e-002, -2.34657153e-002, 1.26365542e-001, 3.00701019e+002
5.43274023e-002, -2.54668575e-002, 1.24401264e-001, 3.00626434e+002
5.52212745e-002, -2.34657396e-002, 1.24401264e-001, 3.00577667e+002
5.43274134e-002, -2.54668333e-002, 1.26365557e-001, 3.00755096e+002
5.52212521e-002, -2.34657992e-002, 1.22436978e-001, 3.00372955e+002
5.43273166e-002, -2.54670437e-002, 1.20472692e-001, 3.01139954e+002
5.52211963e-002, -2.34659463e-002, 1.20472692e-001, 3.01611481e+002
5.43273762e-002, -2.54669115e-002, 1.22436978e-001, 3.00422058e+002
5.33609614e-002, -2.74341609e-002, 1.20472692e-001, 3.01875732e+002
5.12160435e-002, -3.12559679e-002, 1.30294129e-001, 3.00960083e+002
5.23234569e-002, -2.93645617e-002, 1.30294129e-001, 3.00968506e+002
5.23234531e-002, -2.93645691e-002, 1.32258415e-001, 3.01060455e+002
5.12160361e-002, -3.12559828e-002, 1.32258415e-001, 3.01056122e+002
5.00402898e-002, -3.31056602e-002, 1.30294114e-001, 3.00920471e+002
5.00402823e-002, -3.31056789e-002, 1.32258400e-001, 3.01023132e+002
5.23234606e-002, -2.93645542e-002, 1.28329843e-001, 3.00890106e+002
5.12160510e-002, -3.12559567e-002, 1.28329843e-001, 3.00877472e+002
5.00403158e-002, -3.31056267e-002, 1.26365557e-001, 3.00745239e+002
5.00403009e-002, -3.31056453e-002, 1.28329843e-001, 3.00831268e+002
5.52212968e-002, -2.34656911e-002, 1.30294129e-001, 3.00835846e+002
5.52213006e-002, -2.34656800e-002, 1.32258400e-001, 3.00919586e+002
5.43274209e-002, -2.54668165e-002, 1.30294129e-001, 3.00895477e+002
5.43274246e-002, -2.54668109e-002, 1.32258415e-001, 3.00983368e+002
5.33610471e-002, -2.74339803e-002, 1.30294129e-001, 3.00942719e+002
5.33610471e-002, -2.74339784e-002, 1.32258415e-001, 3.01034454e+002
5.52212931e-002, -2.34657023e-002, 1.28329843e-001, 3.00772797e+002
5.43274172e-002, -2.54668240e-002, 1.28329843e-001, 3.00825897e+002
5.33610471e-002, -2.74339803e-002, 1.28329843e-001, 3.00868835e+002
4.61192578e-002, -3.83799486e-002, 1.26365542e-001, 3.00565948e+002
4.46867943e-002, -4.00386564e-002, 1.24401256e-001, 3.00406036e+002
4.61192764e-002, -3.83799300e-002, 1.24401256e-001, 3.00444916e+002
4.31946889e-002, -4.16439585e-002, 1.24401256e-001, 3.00381378e+002
4.46867831e-002, -4.00386676e-002, 1.26365542e-001, 3.00525238e+002
4.46867831e-002, -4.00386825e-002, 1.20472692e-001, 3.01440643e+002
4.61193882e-002, -3.83798443e-002, 1.20472692e-001, 3.01406219e+002
4.61193062e-002, -3.83798927e-002, 1.22436963e-001, 3.00246429e+002
4.46867980e-002, -4.00386490e-002, 1.22436970e-001, 3.00207123e+002
4.31945845e-002, -4.16440666e-002, 1.20472692e-001, 3.01412750e+002
4.31946665e-002, -4.16439809e-002, 1.22436970e-001, 3.00174408e+002
4.74902093e-002, -3.66700068e-002, 1.26365542e-001, 3.00620544e+002
4.74902317e-002, -3.66699807e-002, 1.24401256e-001, 3.00497803e+002
4.74902764e-002, -3.66699211e-002, 1.22436970e-001, 3.00287628e+002
4.87978272e-002, -3.49110998e-002, 1.24401264e-001, 3.00560791e+002
4.87978049e-002, -3.49111259e-002, 1.26365557e-001, 3.00682404e+002
4.87980880e-002, -3.49108651e-002, 1.20472692e-001, 3.01617767e+002
4.87978794e-002, -3.49110253e-002, 1.22436978e-001, 3.00349396e+002
4.74904440e-002, -3.66698019e-002, 1.20472692e-001, 3.00910309e+002
4.46867757e-002, -4.00386751e-002, 1.30294114e-001, 3.00709686e+002
4.61192429e-002, -3.83799672e-002, 1.30294114e-001, 3.00745911e+002
4.61192392e-002, -3.83799747e-002, 1.32258400e-001, 3.00856873e+002
4.46867719e-002, -4.00386788e-002, 1.32258400e-001, 3.00821136e+002
4.31946926e-002, -4.16439548e-002, 1.30294114e-001, 3.00693146e+002
4.31946963e-002, -4.16439511e-002, 1.32258400e-001, 3.00802521e+002
4.61192504e-002, -3.83799598e-002, 1.28329828e-001, 3.00652679e+002
4.46867794e-002, -4.00386751e-002, 1.28329828e-001, 3.00617218e+002
4.31946889e-002, -4.16439585e-002, 1.26365542e-001, 3.00504333e+002
4.31946926e-002, -4.16439548e-002, 1.28329828e-001, 3.00600464e+002
4.87977825e-002, -3.49111557e-002, 1.30294114e-001, 3.00864136e+002
4.87977751e-002, -3.49111706e-002, 1.32258400e-001, 3.00968903e+002
4.74901870e-002, -3.66700366e-002, 1.30294114e-001, 3.00799957e+002
4.74901795e-002, -3.66700478e-002, 1.32258400e-001, 3.00910156e+002
4.87977937e-002, -3.49111445e-002, 1.28329828e-001, 3.00773315e+002
4.74901982e-002, -3.66700254e-002, 1.28329828e-001, 3.00709442e+002
5.96405342e-002, -6.56185485e-003, 1.38151258e-001, 3.01297943e+002
5.96405342e-002, -6.56185765e-003, 1.40115544e-001, 3.01415070e+002
5.93610778e-002, -8.73565022e-003, 1.38151258e-001, 3.01238434e+002
5.93610741e-002, -8.73565301e-003, 1.40115544e-001, 3.01351776e+002
5.90024181e-002, -1.08977668e-002, 1.38151258e-001, 3.01191315e+002
5.96405342e-002, -6.56185206e-003, 1.36186972e-001, 3.01156342e+002
5.93610778e-002, -8.73564370e-003, 1.34222686e-001, 3.00969482e+002
5.96405379e-002, -6.56184880e-003, 1.34222686e-001, 3.01031830e+002
5.93610778e-002, -8.73564743e-003, 1.36186972e-001, 3.01095123e+002
5.90024181e-002, -1.08977631e-002, 1.34222686e-001, 3.00921753e+002
5.90024181e-002, -1.08977659e-002, 1.36186972e-001, 3.01049896e+002
5.98404184e-002, -4.37928829e-003, 1.40115544e-001, 3.01476868e+002
5.98404184e-002, -4.37928643e-003, 1.38151258e-001, 3.01355743e+002
5.98404184e-002, -4.37928410e-003, 1.36186972e-001, 3.01212128e+002
5.99604547e-002, -2.19085789e-003, 1.38151258e-001, 3.01392883e+002
6.00004867e-002, 4.98398890e-007, 1.38151258e-001, 3.01406952e+002
6.00004867e-002, 4.98398890e-007, 1.40115544e-001, 3.01535858e+002
5.99604547e-002, -2.19085882e-003, 1.40115544e-001, 3.01520844e+002
6.00004867e-002, 4.98398890e-007, 1.34222686e-001, 3.01146698e+002
6.00004867e-002, 4.98398890e-007, 1.36186972e-001, 3.01263794e+002
5.99604547e-002, -2.19085580e-003, 1.34222686e-001, 3.01132477e+002
5.99604547e-002, -2.19085696e-003, 1.36186972e-001, 3.01250885e+002
5.98404184e-002, -4.37928177e-003, 1.34222686e-001, 3.01089752e+002
5.96405342e-002, -6.56186277e-003, 1.44044116e-001, 3.01462006e+002
5.96405342e-002, -6.56186556e-003, 1.46008402e-001, 3.01391876e+002
5.93610741e-002, -8.73565767e-003, 1.44044116e-001, 3.01387177e+002
5.96405342e-002, -6.56187069e-003, 1.47972688e-001, 3.01289124e+002
5.93610741e-002, -8.73566046e-003, 1.46008402e-001, 3.01315216e+002
5.90024143e-002, -1.08977715e-002, 1.44044116e-001, 3.01330414e+002
5.93610741e-002, -8.73566698e-003, 1.47972688e-001, 3.01211670e+002
5.90024143e-002, -1.08977724e-002, 1.46008402e-001, 3.01252075e+002
5.96405342e-002, -6.56186044e-003, 1.42079830e-001, 3.01473724e+002
5.93610741e-002, -8.73565488e-003, 1.42079830e-001, 3.01402954e+002
5.90024143e-002, -1.08977687e-002, 1.40115544e-001, 3.01301178e+002
5.90024143e-002, -1.08977696e-002, 1.42079830e-001, 3.01348419e+002
6.00004867e-002, 4.98398890e-007, 1.46008402e-001, 3.01540558e+002
5.99604547e-002, -2.19086069e-003, 1.44044116e-001, 3.01586945e+002
6.00004867e-002, 4.98398890e-007, 1.44044116e-001, 3.01611450e+002
5.99604547e-002, -2.19086162e-003, 1.46008402e-001, 3.01513947e+002
6.00004867e-002, 4.98398890e-007, 1.47972688e-001, 3.01435974e+002
5.98404184e-002, -4.37929202e-003, 1.44044116e-001, 3.01531860e+002
5.99604547e-002, -2.19086325e-003, 1.47972688e-001, 3.01416779e+002
5.98404184e-002, -4.37929435e-003, 1.46008402e-001, 3.01467194e+002
5.98404184e-002, -4.37929761e-003, 1.47972688e-001, 3.01365448e+002
6.00004867e-002, 4.98398890e-007, 1.42079830e-001, 3.01608551e+002
5.99604547e-002, -2.19085976e-003, 1.42079830e-001, 3.01591095e+002
5.98404184e-002, -4.37929016e-003, 1.42079830e-001, 3.01541901e+002
5.60415089e-002, -2.14332081e-002, 1.40115544e-001, 3.01347321e+002
5.60415015e-002, -2.14332212e-002, 1.38151258e-001, 3.01249481e+002
5.60414977e-002, -2.14332342e-002, 1.36186972e-001, 3.01105194e+002
5.74565455e-002, -1.72853693e-002, 1.40115544e-001, 3.01269989e+002
5.67869097e-002, -1.93722211e-002, 1.38151258e-001, 3.01197144e+002
5.74565418e-002, -1.72853749e-002, 1.38151258e-001, 3.01170074e+002
5.67869097e-002, -1.93722118e-002, 1.40115544e-001, 3.01293365e+002
5.67869022e-002, -1.93722397e-002, 1.34222686e-001, 3.00924255e+002
5.74565381e-002, -1.72853880e-002, 1.34222686e-001, 3.00894073e+002
5.74565418e-002, -1.72853824e-002, 1.36186972e-001, 3.01028351e+002
5.67869060e-002, -1.93722304e-002, 1.36186972e-001, 3.01056305e+002
5.60414940e-002, -2.14332473e-002, 1.34222686e-001, 3.00967255e+002
5.80495149e-002, -1.51754729e-002, 1.40115544e-001, 3.01261292e+002
5.80495149e-002, -1.51754767e-002, 1.38151258e-001, 3.01153351e+002
5.80495149e-002, -1.51754795e-002, 1.36186972e-001, 3.01013092e+002
5.85650355e-002, -1.30453268e-002, 1.38151258e-001, 3.01161957e+002
5.85650355e-002, -1.30453259e-002, 1.40115544e-001, 3.01268433e+002
5.85650355e-002, -1.30453277e-002, 1.34222686e-001, 3.00894623e+002
5.85650355e-002, -1.30453277e-002, 1.36186972e-001, 3.01022125e+002
5.80495149e-002, -1.51754823e-002, 1.34222686e-001, 3.00883881e+002
5.74565493e-002, -1.72853563e-002, 1.44044116e-001, 3.01270172e+002
5.74565493e-002, -1.72853507e-002, 1.46008402e-001, 3.01187103e+002
5.67869172e-002, -1.93721913e-002, 1.44044116e-001, 3.01294708e+002
5.67869209e-002, -1.93721838e-002, 1.46008402e-001, 3.01207672e+002
5.74565530e-002, -1.72853507e-002, 1.47972688e-001, 3.01091705e+002
5.60415201e-002, -2.14331821e-002, 1.44044116e-001, 3.01340179e+002
5.67869209e-002, -1.93721801e-002, 1.47972688e-001, 3.01111145e+002
5.60415238e-002, -2.14331709e-002, 1.46008402e-001, 3.01247772e+002
5.60415238e-002, -2.14331653e-002, 1.47972688e-001, 3.01149811e+002
5.74565455e-002, -1.72853619e-002, 1.42079830e-001, 3.01299377e+002
5.67869134e-002, -1.93722025e-002, 1.42079830e-001, 3.01325684e+002
5.60415126e-002, -2.14331951e-002, 1.42079830e-001, 3.01375275e+002
5.85650355e-002, -1.30453249e-002, 1.44044116e-001, 3.01290405e+002
5.85650355e-002, -1.30453240e-002, 1.46008402e-001, 3.01210449e+002
5.90024143e-002, -1.08977780e-002, 1.47972688e-001, 3.01154297e+002
5.80495186e-002, -1.51754655e-002, 1.44044116e-001, 3.01270721e+002
5.85650355e-002, -1.30453277e-002, 1.47972688e-001, 3.01114532e+002
5.80495186e-002, -1.51754627e-002, 1.46008402e-001, 3.01190826e+002
5.80495186e-002, -1.51754646e-002, 1.47972688e-001, 3.01094116e+002
5.85650355e-002, -1.30453249e-002, 1.42079830e-001, 3.01315094e+002
5.80495186e-002, -1.51754692e-002, 1.42079830e-001, 3.01298279e+002
5.96405417e-002, -6.56180782e-003, 1.24401264e-001, 3.00635284e+002
5.96405379e-002, -6.56182226e-003, 1.26365557e-001, 3.00767365e+002
5.93610816e-002, -8.73560272e-003, 1.24401264e-001, 3.00573639e+002
5.93610816e-002, -8.73561576e-003, 1.26365542e-001, 3.00703522e+002
5.90024218e-002, -1.08977314e-002, 1.24401264e-001, 3.00520294e+002
5.96405417e-002, -6.56178733e-003, 1.22436978e-001, 3.00393524e+002
5.93610965e-002, -8.73556640e-003, 1.20472692e-001, 3.01401855e+002
5.96405566e-002, -6.56174356e-003, 1.20472692e-001, 3.01028503e+002
5.93610853e-002, -8.73558875e-003, 1.22436978e-001, 3.00334839e+002
5.90024218e-002, -1.08977500e-002, 1.20472692e-001, 3.01171295e+002
5.90024218e-002, -1.08977305e-002, 1.22436970e-001, 3.00286407e+002
5.98404184e-002, -4.37926268e-003, 1.26365557e-001, 3.00840302e+002
5.98404221e-002, -4.37925011e-003, 1.24401264e-001, 3.00697510e+002
5.98404221e-002, -4.37923055e-003, 1.22436978e-001, 3.00448303e+002
6.00004867e-002, 4.98398890e-007, 1.24401264e-001, 3.00766022e+002
6.00004867e-002, 4.98398890e-007, 1.26365557e-001, 3.00903748e+002
5.99604547e-002, -2.19083880e-003, 1.24401264e-001, 3.00744385e+002
5.99604547e-002, -2.19084602e-003, 1.26365557e-001, 3.00888367e+002
5.99604622e-002, -2.19081459e-003, 1.20472692e-001, 3.01713470e+002
6.00004867e-002, 4.98398890e-007, 1.20472692e-001, 3.01455444e+002
6.00004867e-002, 4.98398890e-007, 1.22436978e-001, 3.00501373e+002
5.99604547e-002, -2.19082762e-003, 1.22436978e-001, 3.00491180e+002
5.98404333e-002, -4.37919144e-003, 1.20472692e-001, 3.01661102e+002
5.93610778e-002, -8.73563159e-003, 1.30294114e-001, 3.00818726e+002
5.96405379e-002, -6.56183762e-003, 1.30294129e-001, 3.00882629e+002
5.96405379e-002, -6.56184368e-003, 1.32258400e-001, 3.00943085e+002
5.93610778e-002, -8.73563811e-003, 1.32258400e-001, 3.00880707e+002
5.90024181e-002, -1.08977519e-002, 1.30294114e-001, 3.00766754e+002
5.90024181e-002, -1.08977584e-002, 1.32258400e-001, 3.00830719e+002
5.96405379e-002, -6.56183111e-003, 1.28329843e-001, 3.00834900e+002
5.93610816e-002, -8.73562414e-003, 1.28329828e-001, 3.00768738e+002
5.90024218e-002, -1.08977389e-002, 1.26365542e-001, 3.00650787e+002
5.90024218e-002, -1.08977463e-002, 1.28329828e-001, 3.00714508e+002
6.00004867e-002, 4.98398890e-007, 1.30294114e-001, 3.01008667e+002
6.00004867e-002, 4.98398890e-007, 1.32258400e-001, 3.01064758e+002
5.99604547e-002, -2.19085184e-003, 1.30294129e-001, 3.00991516e+002
5.99604547e-002, -2.19085393e-003, 1.32258400e-001, 3.01048065e+002
5.98404184e-002, -4.37927386e-003, 1.30294129e-001, 3.00945526e+002
5.98404184e-002, -4.37927805e-003, 1.32258415e-001, 3.01003510e+002
6.00004867e-002, 4.98398890e-007, 1.28329828e-001, 3.00969238e+002
5.99604547e-002, -2.19084951e-003, 1.28329843e-001, 3.00950775e+002
5.98404184e-002, -4.37926920e-003, 1.28329843e-001, 3.00900543e+002
5.60414754e-002, -2.14332901e-002, 1.26365542e-001, 3.00650909e+002
5.60414679e-002, -2.14333124e-002, 1.24401264e-001, 3.00532104e+002
5.60414456e-002, -2.14333739e-002, 1.22436978e-001, 3.00311554e+002
5.74565306e-002, -1.72854215e-002, 1.24401264e-001, 3.00469757e+002
5.74565344e-002, -1.72854066e-002, 1.26365542e-001, 3.00593079e+002
5.67868836e-002, -1.93722919e-002, 1.24401264e-001, 3.00491913e+002
5.67868911e-002, -1.93722732e-002, 1.26365542e-001, 3.00613281e+002
5.67868203e-002, -1.93724986e-002, 1.20472692e-001, 3.01491302e+002
5.74564859e-002, -1.72855873e-002, 1.20472692e-001, 3.01453857e+002
5.74565157e-002, -1.72854662e-002, 1.22436978e-001, 3.00246307e+002
5.67868650e-002, -1.93723477e-002, 1.22436978e-001, 3.00265625e+002
5.60413934e-002, -2.14335341e-002, 1.20472692e-001, 3.01559845e+002
5.80495112e-002, -1.51754841e-002, 1.26365542e-001, 3.00595276e+002
5.80495112e-002, -1.51754916e-002, 1.24401264e-001, 3.00469147e+002
5.80495037e-002, -1.51755232e-002, 1.22436978e-001, 3.00244659e+002
5.85650392e-002, -1.30453156e-002, 1.24401264e-001, 3.00486755e+002
5.85650392e-002, -1.30453156e-002, 1.26365542e-001, 3.00614014e+002
5.85650243e-002, -1.30453845e-002, 1.20472692e-001, 3.01146729e+002
5.85650355e-002, -1.30453305e-002, 1.22436978e-001, 3.00261658e+002
5.80494814e-002, -1.51756033e-002, 1.20472692e-001, 3.01362518e+002
5.74565381e-002, -1.72853936e-002, 1.32258400e-001, 3.00794708e+002
5.67868948e-002, -1.93722565e-002, 1.30294114e-001, 3.00745941e+002
5.74565381e-002, -1.72853973e-002, 1.30294114e-001, 3.00722534e+002
5.67868985e-002, -1.93722490e-002, 1.32258400e-001, 3.00819305e+002
5.60414866e-002, -2.14332677e-002, 1.30294114e-001, 3.00785553e+002
5.60414903e-002, -2.14332566e-002, 1.32258400e-001, 3.00860931e+002
5.74565344e-002, -1.72854010e-002, 1.28329828e-001, 3.00662842e+002
5.67868948e-002, -1.93722639e-002, 1.28329828e-001, 3.00682159e+002
5.60414828e-002, -2.14332771e-002, 1.28329828e-001, 3.00724396e+002
5.85650355e-002, -1.30453212e-002, 1.30294114e-001, 3.00734528e+002
5.85650355e-002, -1.30453249e-002, 1.32258400e-001, 3.00799683e+002
5.80495149e-002, -1.51754832e-002, 1.30294114e-001, 3.00720154e+002
5.80495149e-002, -1.51754832e-002, 1.32258400e-001, 3.00789063e+002
5.85650355e-002, -1.30453184e-002, 1.28329828e-001, 3.00678345e+002
5.80495149e-002, -1.51754832e-002, 1.28329828e-001, 3.00662628e+002
5.12161329e-002, -3.12558226e-002, 1.51901260e-001, 3.01265564e+002
5.23235351e-002, -2.93644201e-002, 1.51901260e-001, 3.01267822e+002
5.12161329e-002, -3.12558189e-002, 1.53865546e-001, 3.01311737e+002
5.00403829e-002, -3.31055224e-002, 1.51901260e-001, 3.01233673e+002
5.23235351e-002, -2.93644201e-002, 1.49936974e-001, 3.01274139e+002
5.12161292e-002, -3.12558264e-002, 1.49936974e-001, 3.01269348e+002
5.00403792e-002, -3.31055298e-002, 1.49936974e-001, 3.01234833e+002
5.33611178e-002, -2.74338424e-002, 1.51901260e-001, 3.01241058e+002
5.33611216e-002, -2.74338368e-002, 1.49936974e-001, 3.01250366e+002
5.43274805e-002, -2.54666917e-002, 1.51901260e-001, 3.01189087e+002
5.52213416e-002, -2.34655868e-002, 1.51901260e-001, 3.01127655e+002
5.52213453e-002, -2.34655719e-002, 1.49936974e-001, 3.01145416e+002
5.43274842e-002, -2.54666805e-002, 1.49936974e-001, 3.01204987e+002
5.00403866e-002, -3.31055187e-002, 1.53865546e-001, 3.01283234e+002
4.61192951e-002, -3.83799039e-002, 1.49936974e-001, 3.01069977e+002
4.46868055e-002, -4.00386453e-002, 1.49936974e-001, 3.01038452e+002
4.61192988e-002, -3.83799002e-002, 1.51901260e-001, 3.01079590e+002
4.31947075e-002, -4.16439399e-002, 1.47972688e-001, 3.01054138e+002
4.74902652e-002, -3.66699398e-002, 1.51901260e-001, 3.01127563e+002
4.74902578e-002, -3.66699472e-002, 1.49936974e-001, 3.01121490e+002
4.87978756e-002, -3.49110290e-002, 1.51901260e-001, 3.01185028e+002
4.87978831e-002, -3.49110216e-002, 1.53865546e-001, 3.01234100e+002
4.87978719e-002, -3.49110365e-002, 1.49936974e-001, 3.01179718e+002
5.00403903e-002, -3.31055112e-002, 1.55829832e-001, 3.01361481e+002
4.74902689e-002, -3.66699323e-002, 1.53865546e-001, 3.01177368e+002
4.87978868e-002, -3.49110141e-002, 1.55829832e-001, 3.01313690e+002
5.90024069e-002, -1.08978106e-002, 1.51901260e-001, 3.01053162e+002
5.96405342e-002, -6.56188140e-003, 1.49936974e-001, 3.01206177e+002
5.93610704e-002, -8.73568002e-003, 1.49936974e-001, 3.01137726e+002
5.90024106e-002, -1.08977929e-002, 1.49936974e-001, 3.01083557e+002
5.98404184e-002, -4.37930506e-003, 1.49936974e-001, 3.01275360e+002
6.00004867e-002, 4.98398890e-007, 1.51901260e-001, 3.01295807e+002
5.99604547e-002, -2.19086697e-003, 1.49936974e-001, 3.01324127e+002
5.60415126e-002, -2.14331932e-002, 1.51901260e-001, 3.01068634e+002
5.60415201e-002, -2.14331746e-002, 1.49936974e-001, 3.01088837e+002
5.67869097e-002, -1.93722136e-002, 1.51901260e-001, 3.01027008e+002
5.74565418e-002, -1.72853824e-002, 1.51901260e-001, 3.01002197e+002
5.74565455e-002, -1.72853637e-002, 1.49936974e-001, 3.01023834e+002
5.67869172e-002, -1.93721931e-002, 1.49936974e-001, 3.01046906e+002
5.80495149e-002, -1.51754785e-002, 1.49936974e-001, 3.01025818e+002
5.85650317e-002, -1.30453426e-002, 1.49936974e-001, 3.01045410e+002
3.83811034e-002, -4.61181328e-002, 1.36186972e-001, 3.01177216e+002
3.66712213e-002, -4.74890508e-002, 1.34222686e-001, 3.01084900e+002
3.83810997e-002, -4.61181365e-002, 1.34222686e-001, 3.01021576e+002
4.00397591e-002, -4.46857028e-002, 1.40115544e-001, 3.01301422e+002
3.83810923e-002, -4.61181439e-002, 1.40115544e-001, 3.01348022e+002
3.83810997e-002, -4.61181365e-002, 1.38151258e-001, 3.01294464e+002
4.00397629e-002, -4.46856990e-002, 1.38151258e-001, 3.01247528e+002
4.00397666e-002, -4.46856953e-002, 1.36186972e-001, 3.01124847e+002
4.16450053e-002, -4.31936458e-002, 1.38151258e-001, 3.01217041e+002
4.16450016e-002, -4.31936458e-002, 1.40115544e-001, 3.01277130e+002
4.16450053e-002, -4.31936458e-002, 1.34222686e-001, 3.00946014e+002
4.16450053e-002, -4.31936421e-002, 1.36186972e-001, 3.01095459e+002
4.00397629e-002, -4.46856990e-002, 1.34222686e-001, 3.00973358e+002
4.16450016e-002, -4.31936495e-002, 1.44044116e-001, 3.01207520e+002
4.16450016e-002, -4.31936495e-002, 1.42079830e-001, 3.01270844e+002
4.00397554e-002, -4.46857065e-002, 1.42079830e-001, 3.01290558e+002
3.83809768e-002, -4.61182408e-002, 1.26365542e-001, 3.00549683e+002
3.66710089e-002, -4.74892147e-002, 1.24401256e-001, 3.00461090e+002
3.83809321e-002, -4.61182743e-002, 1.24401256e-001, 3.00416016e+002
3.66710648e-002, -4.74891700e-002, 1.26365542e-001, 3.00592651e+002
3.49121317e-002, -4.87968065e-002, 1.24401264e-001, 3.00512817e+002
3.66704948e-002, -4.74896953e-002, 1.20472692e-001, 3.01042267e+002
3.83805335e-002, -4.61186618e-002, 1.20472692e-001, 3.01240204e+002
3.83808166e-002, -4.61183749e-002, 1.22436963e-001, 3.00206055e+002
3.66708562e-002, -4.74893302e-002, 1.22436970e-001, 3.00252106e+002
3.49115729e-002, -4.87973057e-002, 1.20472692e-001, 3.00622101e+002
